Reviews,Label
"The man that was working tonight (8-12-17) was so rude. A real jerk. I need some help with getting change for my hundred and he was just horrible with customer service. I didnt get his name, but normally really nice people work here. Wonder what happened.",negative
Chris is a very rude person. Gave me an attitude about him not having change. Some people should not go to work if there in a grumpy mood. It shows,negative
One of my favorite gas station to stop at. The store is always clean and the staff is friendly. This location is convenient and has a red box outside the store. The have hot and ready to serve pizza and wings as well. One thing I love about this gas station I can't even recall a time where someone has come up to me and asked for money which is definitely a plus. The pumps are always clean and the parking lot is always kept up. I can say I actually look forward to stopping here and filling up with Petro!,positive
"Oh thank Heaven for Seven Eleven! I don't know about that, but I thank Seven Eleven for instant brand recognition. Convenience stores are a dime a dozen. But Seven Eleven stands out from the competition with its famous brands that include the Big Gulp, Slurpee, Big Bite hot dog, Seven Eleven nachos, and Seven Eleven coffee. It's not the above Seven Eleven brands that draw me into this location. It is the Seven Eleven gasoline. When I drive from Green Valley toward the northwest bound 95 or Northeast Valley with a low tank of gas, oftentimes I stop here. I appreciate that there is sufficient room to maneuver a vehicle around the gas pump islands. I appreciate that Seven Eleven takes graffiti seriously. Disparate from several of the Valleys gas stations, the pumps are free of the graffiti that is commonly carved into the gas pumps. I also appreciate how this Seven Eleven spruced up a blighted corner. I take it back, I also appreciate the Big Gulp, that I pick up for the drive north. You might ask, ""How is Seven Eleven gasoline?"" Seven Eleven gasoline is one of the brands that I have been using with my last three car leases. I have been fueling my motor vehicles with Seven Eleven gasoline, and never had an engine problem. In the exact style of many Seven Elevens, this location is clean and modern. Even though it takes me a few minutes to pay and fill up my motor vehicle, it is a short period of time well spent. And in a short period of time I shall return to this Seven Eleven.",negative
"Five stars because of the guy who works weekday mornings (around 8-9am-ish.) He is awesome, friendly, fast service, patient when I'm paying with half card, change and pocket lint! I observe he treats all customers well. I'm fond of the tall, super-early morning guy as well. This is my favorite 7-11. It is also very clean.",positive
I had the best experience here!!!!!! All the employees are very nice and helpful..... I will definitely return with any and all my vehicles needs......,positive
"My objective with this shop was to find a good, and fast oil change place that won't upsell. Unfortunately, I failed miserably at that. Here's why:1) It took 40 minutes to do an oil change at 8AM opening, no lines. 2) The service manager used bait and switch tactics on me. 3) He used fear tactics to try and get me to do an expensive $1580 repair. 4) This shop didn't really want to honor the $10 oil change coupons they sent out. I would suggest that they try and build trust and loyalty with the community instead of scams. Needless to say, I won't be coming back and I can't wait to own a Tesla so I don't have to deal with shops like these anymore. I'll have to look for another oil change place for my next time. I wished Vegas had honest and quick shops like the OILMEN in Los Angeles where I moved from. Here's the timeline of events that transpired for me: Got there at 8:03. Service manager greeted with a smile. I presented with the $9.99 coupon for oil change. His face changed immediately from welcoming to disappointment. He tried bait and switch, telling me my hybrid requires full synthetic and that I couldn't use the oil on the $10 coupon. I said no, I like the regular stuff. He hesitantly told me to go check in with the clerk, they will use the regular oil as I requested on my car. I checked in. A few minutes later the technician brought the car up on the lift. He began draining the oil. My car was left alone for a while. Then the service manager did his inspection, then came to me and said my suspension shocks were at the end of its life. Replacement was $1580. He used scare tactics, such as your car has high miles with 170k miles, and they were supposed to only last 70k. I refused my car drives just fine. He said I needed new engine air filter for $24.99. I waited a bit before answering, his face was hopeful. He asked if I want it, I said no, then he just walked away with a mad-disappointed face. Sorry, but I can change my own air filters, which I have at home. The technician took another 10 minutes to change the oil filter, and then put in the oil. My car was done. I went into the clerk's office and waited 10 minutes before I was able to pay. Though I won't blame her for the slow service she was on the phone with another customer. All in all, I got there at 8:03AM, I was finally able to get out at 8:45AM. I did stand by my car the whole time to watch them and I inspected my car afterwards. I've seen some bad shop videos on youtube.",negative
"Absolute worst service ever. Went in for oil change and was charged $10 more than advertised rate. Did not top off fluids like they advertised they would. Also tried to up-sell me on everything imaginable. Told me my brakes were bad even though I had just had them serviced at the dealership 6 months ago. Told me that I would never pass smog test because my filters were so bad, just passed yesterday with flying colors. Would not recommend this place to anyone. Steer clear!!",negative
Love love love their customer service. I come here regularly for tune ups and always leave satisfied. Lena in the front always takes care of me and one of the managers always greets me with a smile. I come to this location the most but have also been to others. Pretty consistent service all around.,positive
"I took my friend to this shop to get her oil changed. She said they had a deal going for a $10 oil change with tire rotation. They asked what kind of oil she usually puts in the car. She says either full synthetic or synthetic blend. They then proceed to tell us that you should NEVER go back to anything else once you put full synthetic oil in the engine (which is a huge MYTH/LIE, he must have assumed I didn't know anything about cars because he insisted on trying to convince me to go full synthetic) I told them we'll just do the synthetic blend. They agree, take the car in the garage for about 20-30 mins and come back in to tell us that her car doesn't take synthetic blend oil and we would have to pay for full synthetic. I laughed and asked for the keys back. Auto shops like this try to take advantage of people everyday. Be smart and don't ever take your car to this place.",negative
This place is a joke !!! Byron the store manager is a straight fraud what a piece of shit !! I know for a fact he has been ripping off anyone that doesn't no better about cars young girls especially !! I don't recommend this place to anyone I wouldn't let them put air in my tire because this is for sure the type of place that breaks things on purpose so they can make more money !! The young girl that just came to your store this last week she had a bad hose to the radiator and a missing gas cap they charged her 150 dollars for that !! Then 3 days later her gage is saying OVER HEAT!!!! Just perfect !! So she's brings it back and low in behold that same hose connecting to the radiator a little piece where the hose connects to that they just replaced is cracked and broken !! so now these idiots tell her she needs new radiator and they want another 500 bucks !!!! Fucking scum bags please never go to this idiot be smart do your research . By the way I talked to this young girl and she go the radiator and the whole thing done for a 140 bucks . See ya assholes never !!!!,negative
"Came in yesterday September 13th for a oil change on my 2007 Audi. Today, September 14th I got to the car wash and the attendants tell me my front underbody came off. They pulled it out and told me who ever was underneath lost my screws and just tucked the thing into my front bumper. I am happy this didn't happen on the freeway.",negative
